0,0,0,-90,21.70001,-39.90001,0,0,0,FALSE,FALSE
1,0,0,-90,57.20001,-71.60001,0,0,0,TRUE,TRUE
2,0,0,-90,57.20001,-71.60001,0,0,0,TRUE,TRUE
3,0,0,-90,0.1,-75,0,59,0,TRUE,TRUE
4,0,0,-90,30,-75,0,59,0,TRUE,FALSE
5,0,0,-60,30,-75,0,59,0,TRUE,FALSE
6,0,0,-50,40,-75,0,49,0,TRUE,FALSE
7,0,0,-30,40,-75,0,49,0,TRUE,FALSE
8,0,0,-20,48,-75,0,49,0,TRUE,FALSE
9,0,0,-10,43.4,-75,0,24.80001,0,TRUE,FALSE
10,0,0,0,43.4,-75,0,24.80001,0,TRUE,FALSE
11,0,0,0,26.8,-75,0,24.80001,0,TRUE,FALSE
12,0,0,0,26.8,-75,0,24.80001,0,FALSE,TRUE
